"tripduration","starttime","stoptime","start.station.id","start.station.name","start.station.latitude","start.station.longitude","end.station.id","end.station.name","end.station.latitude","end.station.longitude","bikeid","usertype","birth.year","gender","start.end.name"
578,"2017-09-13 18:10:45","2017-09-13 18:20:24",3186,"Grove St PATH",40.7195861164717,-74.0431174635887,3192,"Liberty Light Rail",40.7112423,-74.0557013,26152,"Subscriber","1985",1,"Grove St PATH - Liberty Light Rail"
115,"2017-09-11 08:23:43","2017-09-11 08:25:38",3213,"Van Vorst Park",40.71848892,-74.047726625,3186,"Grove St PATH",40.7195861164717,-74.0431174635887,26269,"Subscriber","1988",1,"Van Vorst Park - Grove St PATH"
703,"2017-09-20 18:02:56","2017-09-20 18:14:39",3199,"Newport Pkwy",40.7287448,-74.0321082,3269,"Brunswick & 6th",40.7260117296463,-74.0503889322281,26234,"Subscriber","1980",2,"Newport Pkwy - Brunswick & 6th"
317,"2017-09-07 19:54:56","2017-09-07 20:00:13",3278,"Monmouth and 6th",40.725685483629,-74.0487903356552,3187,"Warren St",40.7211236,-74.03805095,29521,"Subscriber","1989",1,"Monmouth and 6th - Warren St"
469,"2017-09-19 14:41:54","2017-09-19 14:49:44",3190,"Garfield Ave Station",40.7104670233797,-74.0700387954712,3225,"Baldwin at Montgomery",40.7236589,-74.0641943,29492,"Subscriber","1994",1,"Garfield Ave Station - Baldwin at Montgomery"
309,"2017-09-05 09:45:26","2017-09-05 09:50:35",3203,"Hamilton Park",40.727595966,-74.044247311,3186,"Grove St PATH",40.7195861164717,-74.0431174635887,26224,"Subscriber","1983",1,"Hamilton Park - Grove St PATH"
877,"2017-09-03 14:35:51","2017-09-03 14:50:28",3196,"Riverview Park",40.7443187,-74.0439909,3183,"Exchange Place",40.7162469,-74.0334588,26260,"Subscriber","1981",1,"Riverview Park - Exchange Place"
164,"2017-09-22 07:49:03","2017-09-22 07:51:48",3279,"Dixon Mills",40.7216301426384,-74.0499678254128,3186,"Grove St PATH",40.7195861164717,-74.0431174635887,26295,"Subscriber","1980",1,"Dixon Mills - Grove St PATH"
232,"2017-09-29 09:00:13","2017-09-29 09:04:05",3278,"Monmouth and 6th",40.725685483629,-74.0487903356552,3186,"Grove St PATH",40.7195861164717,-74.0431174635887,31710,"Subscriber","1972",1,"Monmouth and 6th - Grove St PATH"
249,"2017-09-11 18:23:27","2017-09-11 18:27:36",3183,"Exchange Place",40.7162469,-74.0334588,3267,"Morris Canal",40.7124188237569,-74.0385255217552,29548,"Subscriber","1984",1,"Exchange Place - Morris Canal"
134,"2017-09-01 16:46:03","2017-09-01 16:48:17",3211,"Newark Ave",40.72152515,-74.046304543,3186,"Grove St PATH",40.7195861164717,-74.0431174635887,29514,"Subscriber","1976",1,"Newark Ave - Grove St PATH"
364,"2017-09-23 12:19:59","2017-09-23 12:26:04",3269,"Brunswick & 6th",40.7260117296463,-74.0503889322281,3273,"Manila & 1st",40.72165072488,-74.0428841114044,26222,"Subscriber","1984",1,"Brunswick & 6th - Manila & 1st"
262,"2017-09-11 20:51:49","2017-09-11 20:56:11",3272,"Jersey & 3rd",40.7233315864644,-74.0459525585174,3203,"Hamilton Park",40.727595966,-74.044247311,26215,"Subscriber","1981",1,"Jersey & 3rd - Hamilton Park"
405,"2017-09-22 17:49:27","2017-09-22 17:56:12",3202,"Newport PATH",40.7272235,-74.0337589,3203,"Hamilton Park",40.727595966,-74.044247311,29646,"Subscriber","1978",1,"Newport PATH - Hamilton Park"
219,"2017-09-08 19:16:28","2017-09-08 19:20:08",3183,"Exchange Place",40.7162469,-74.0334588,3267,"Morris Canal",40.7124188237569,-74.0385255217552,26283,"Subscriber","1990",1,"Exchange Place - Morris Canal"
1895,"2017-09-16 15:57:41","2017-09-16 16:29:17",3206,"Hilltop",40.7311689,-74.0575736,3192,"Liberty Light Rail",40.7112423,-74.0557013,29527,"Customer","NULL",0,"Hilltop - Liberty Light Rail"
305,"2017-09-28 21:05:57","2017-09-28 21:11:03",3187,"Warren St",40.7211236,-74.03805095,3214,"Essex Light Rail",40.7127742,-74.0364857,26301,"Subscriber","1995",2,"Warren St - Essex Light Rail"
341,"2017-09-11 22:24:33","2017-09-11 22:30:14",3211,"Newark Ave",40.72152515,-74.046304543,3183,"Exchange Place",40.7162469,-74.0334588,26271,"Subscriber","1979",2,"Newark Ave - Exchange Place"
378,"2017-09-29 12:01:07","2017-09-29 12:07:25",3203,"Hamilton Park",40.727595966,-74.044247311,3202,"Newport PATH",40.7272235,-74.0337589,29681,"Subscriber","1988",1,"Hamilton Park - Newport PATH"
565,"2017-09-29 15:11:29","2017-09-29 15:20:55",3184,"Paulus Hook",40.7141454,-74.0335519,3278,"Monmouth and 6th",40.725685483629,-74.0487903356552,26249,"Subscriber","1979",1,"Paulus Hook - Monmouth and 6th"
168,"2017-09-06 18:33:03","2017-09-06 18:35:51",3186,"Grove St PATH",40.7195861164717,-74.0431174635887,3272,"Jersey & 3rd",40.7233315864644,-74.0459525585174,29647,"Subscriber","1982",1,"Grove St PATH - Jersey & 3rd"
69,"2017-09-26 10:07:50","2017-09-26 10:08:59",3184,"Paulus Hook",40.7141454,-74.0335519,3183,"Exchange Place",40.7162469,-74.0334588,26278,"Subscriber","1995",1,"Paulus Hook - Exchange Place"
190,"2017-09-07 12:58:44","2017-09-07 13:01:54",3270,"Jersey & 6th St",40.7252891078113,-74.0455716848373,3186,"Grove St PATH",40.7195861164717,-74.0431174635887,26214,"Subscriber","1974",1,"Jersey & 6th St - Grove St PATH"
298,"2017-09-25 20:26:10","2017-09-25 20:31:08",3205,"JC Medical Center",40.7165397809919,-74.0496379137039,3192,"Liberty Light Rail",40.7112423,-74.0557013,26314,"Subscriber","1990",2,"JC Medical Center - Liberty Light Rail"
444,"2017-09-26 16:31:21","2017-09-26 16:38:46",3192,"Liberty Light Rail",40.7112423,-74.0557013,3186,"Grove St PATH",40.7195861164717,-74.0431174635887,19825,"Subscriber","1975",1,"Liberty Light Rail - Grove St PATH"
597,"2017-09-16 16:12:01","2017-09-16 16:21:59",3186,"Grove St PATH",40.7195861164717,-74.0431174635887,3203,"Hamilton Park",40.727595966,-74.044247311,29501,"Customer","NULL",0,"Grove St PATH - Hamilton Park"
1449,"2017-09-26 19:46:34","2017-09-26 20:10:44",3279,"Dixon Mills",40.7216301426384,-74.0499678254128,3272,"Jersey & 3rd",40.7233315864644,-74.0459525585174,26272,"Subscriber","1952",1,"Dixon Mills - Jersey & 3rd"
2408,"2017-09-18 08:44:08","2017-09-18 09:24:16",3185,"City Hall",40.7177325,-74.043845,3199,"Newport Pkwy",40.7287448,-74.0321082,26263,"Subscriber","1962",1,"City Hall - Newport Pkwy"
331,"2017-09-28 18:12:51","2017-09-28 18:18:23",3183,"Exchange Place",40.7162469,-74.0334588,3276,"Marin Light Rail",40.7145840353589,-74.042817056179,26215,"Subscriber","1986",1,"Exchange Place - Marin Light Rail"
442,"2017-09-21 11:51:46","2017-09-21 11:59:09",3202,"Newport PATH",40.7272235,-74.0337589,3183,"Exchange Place",40.7162469,-74.0334588,29124,"Subscriber","1972",2,"Newport PATH - Exchange Place"
140,"2017-09-05 06:25:17","2017-09-05 06:27:37",3267,"Morris Canal",40.7124188237569,-74.0385255217552,3184,"Paulus Hook",40.7141454,-74.0335519,29587,"Subscriber","1991",1,"Morris Canal - Paulus Hook"
2039,"2017-09-23 11:23:52","2017-09-23 11:57:52",3267,"Morris Canal",40.7124188237569,-74.0385255217552,3209,"Brunswick St",40.7241765,-74.0506564,29437,"Subscriber","1975",2,"Morris Canal - Brunswick St"
414,"2017-09-13 14:08:06","2017-09-13 14:15:00",3184,"Paulus Hook",40.7141454,-74.0335519,3213,"Van Vorst Park",40.71848892,-74.047726625,29580,"Subscriber","1964",2,"Paulus Hook - Van Vorst Park"
1346,"2017-09-05 20:39:13","2017-09-05 21:01:40",3188,"NJCU",40.7101087,-74.0858489,3183,"Exchange Place",40.7162469,-74.0334588,26171,"Subscriber","1972",1,"NJCU - Exchange Place"
464,"2017-09-07 08:18:18","2017-09-07 08:26:03",3202,"Newport PATH",40.7272235,-74.0337589,3183,"Exchange Place",40.7162469,-74.0334588,26171,"Subscriber","1968",1,"Newport PATH - Exchange Place"
1205,"2017-09-11 13:13:54","2017-09-11 13:33:59",3183,"Exchange Place",40.7162469,-74.0334588,3186,"Grove St PATH",40.7195861164717,-74.0431174635887,29303,"Subscriber","1962",1,"Exchange Place - Grove St PATH"
381,"2017-09-12 08:32:19","2017-09-12 08:38:41",3270,"Jersey & 6th St",40.7252891078113,-74.0455716848373,3202,"Newport PATH",40.7272235,-74.0337589,26212,"Subscriber","1985",1,"Jersey & 6th St - Newport PATH"
577,"2017-09-26 17:27:13","2017-09-26 17:36:50",3199,"Newport Pkwy",40.7287448,-74.0321082,3186,"Grove St PATH",40.7195861164717,-74.0431174635887,30356,"Subscriber","1984",1,"Newport Pkwy - Grove St PATH"
266,"2017-09-26 08:29:50","2017-09-26 08:34:16",3186,"Grove St PATH",40.7195861164717,-74.0431174635887,3183,"Exchange Place",40.7162469,-74.0334588,26224,"Subscriber","1956",1,"Grove St PATH - Exchange Place"
191,"2017-09-11 08:34:01","2017-09-11 08:37:12",3209,"Brunswick St",40.7241765,-74.0506564,3186,"Grove St PATH",40.7195861164717,-74.0431174635887,26318,"Subscriber","1981",1,"Brunswick St - Grove St PATH"
252,"2017-09-26 16:14:06","2017-09-26 16:18:19",3186,"Grove St PATH",40.7195861164717,-74.0431174635887,3279,"Dixon Mills",40.7216301426384,-74.0499678254128,26262,"Subscriber","1977",2,"Grove St PATH - Dixon Mills"
1136,"2017-09-30 13:51:45","2017-09-30 14:10:42",3187,"Warren St",40.7211236,-74.03805095,3199,"Newport Pkwy",40.7287448,-74.0321082,26264,"Customer","1993",1,"Warren St - Newport Pkwy"
301,"2017-09-21 20:08:14","2017-09-21 20:13:15",3186,"Grove St PATH",40.7195861164717,-74.0431174635887,3269,"Brunswick & 6th",40.7260117296463,-74.0503889322281,29215,"Subscriber","1980",1,"Grove St PATH - Brunswick & 6th"
205,"2017-09-11 08:16:05","2017-09-11 08:19:31",3203,"Hamilton Park",40.727595966,-74.044247311,3273,"Manila & 1st",40.72165072488,-74.0428841114044,29437,"Subscriber","1989",2,"Hamilton Park - Manila & 1st"
549,"2017-09-06 09:36:28","2017-09-06 09:45:37",3213,"Van Vorst Park",40.71848892,-74.047726625,3202,"Newport PATH",40.7272235,-74.0337589,26166,"Subscriber","1981",2,"Van Vorst Park - Newport PATH"
617,"2017-09-24 15:40:13","2017-09-24 15:50:31",3192,"Liberty Light Rail",40.7112423,-74.0557013,3276,"Marin Light Rail",40.7145840353589,-74.042817056179,30448,"Customer","NULL",0,"Liberty Light Rail - Marin Light Rail"
397,"2017-09-30 13:08:56","2017-09-30 13:15:33",3185,"City Hall",40.7177325,-74.043845,3211,"Newark Ave",40.72152515,-74.046304543,31774,"Subscriber","1962",2,"City Hall - Newark Ave"
212,"2017-09-16 09:25:43","2017-09-16 09:29:16",3272,"Jersey & 3rd",40.7233315864644,-74.0459525585174,3269,"Brunswick & 6th",40.7260117296463,-74.0503889322281,29645,"Subscriber","1981",1,"Jersey & 3rd - Brunswick & 6th"
226,"2017-09-28 07:19:55","2017-09-28 07:23:42",3279,"Dixon Mills",40.7216301426384,-74.0499678254128,3186,"Grove St PATH",40.7195861164717,-74.0431174635887,31700,"Subscriber","1986",1,"Dixon Mills - Grove St PATH"
789,"2017-09-20 05:21:21","2017-09-20 05:34:31",3207,"Oakland Ave",40.7376037,-74.0524783,3185,"City Hall",40.7177325,-74.043845,29204,"Subscriber","1984",2,"Oakland Ave - City Hall"
1264,"2017-09-08 08:07:48","2017-09-08 08:28:52",3193,"Lincoln Park",40.7246050998869,-74.0784059464931,3271,"Danforth Light Rail",40.6926399661833,-74.08801227808,26186,"Subscriber","1985",1,"Lincoln Park - Danforth Light Rail"
219,"2017-09-11 06:26:50","2017-09-11 06:30:30",3203,"Hamilton Park",40.727595966,-74.044247311,3186,"Grove St PATH",40.7195861164717,-74.0431174635887,29520,"Subscriber","1985",1,"Hamilton Park - Grove St PATH"
395,"2017-09-30 10:02:30","2017-09-30 10:09:05",3279,"Dixon Mills",40.7216301426384,-74.0499678254128,3205,"JC Medical Center",40.7165397809919,-74.0496379137039,31913,"Subscriber","1986",1,"Dixon Mills - JC Medical Center"
378,"2017-09-19 09:11:12","2017-09-19 09:17:30",3203,"Hamilton Park",40.727595966,-74.044247311,3202,"Newport PATH",40.7272235,-74.0337589,29308,"Subscriber","1992",1,"Hamilton Park - Newport PATH"
471,"2017-09-09 14:11:18","2017-09-09 14:19:09",3195,"Sip Ave",40.7307426253066,-74.0637838840485,3203,"Hamilton Park",40.727595966,-74.044247311,26285,"Subscriber","1991",2,"Sip Ave - Hamilton Park"
296,"2017-09-22 23:27:04","2017-09-22 23:32:01",3205,"JC Medical Center",40.7165397809919,-74.0496379137039,3186,"Grove St PATH",40.7195861164717,-74.0431174635887,26306,"Subscriber","1989",2,"JC Medical Center - Grove St PATH"
186,"2017-09-01 09:20:54","2017-09-01 09:24:01",3279,"Dixon Mills",40.7216301426384,-74.0499678254128,3186,"Grove St PATH",40.7195861164717,-74.0431174635887,29475,"Subscriber","1982",1,"Dixon Mills - Grove St PATH"
310,"2017-09-26 21:55:40","2017-09-26 22:00:50",3203,"Hamilton Park",40.727595966,-74.044247311,3186,"Grove St PATH",40.7195861164717,-74.0431174635887,26170,"Subscriber","1986",1,"Hamilton Park - Grove St PATH"
302,"2017-09-09 09:44:55","2017-09-09 09:49:57",3275,"Columbus Drive",40.7183551982321,-74.0389144420624,3203,"Hamilton Park",40.727595966,-74.044247311,29607,"Subscriber","1988",2,"Columbus Drive - Hamilton Park"
481,"2017-09-28 17:44:53","2017-09-28 17:52:54",3195,"Sip Ave",40.7307426253066,-74.0637838840485,3193,"Lincoln Park",40.7246050998869,-74.0784059464931,31758,"Subscriber","1974",1,"Sip Ave - Lincoln Park"
635,"2017-09-05 16:04:26","2017-09-05 16:15:01",3184,"Paulus Hook",40.7141454,-74.0335519,3192,"Liberty Light Rail",40.7112423,-74.0557013,29611,"Subscriber","1972",1,"Paulus Hook - Liberty Light Rail"
428,"2017-09-29 09:02:02","2017-09-29 09:09:10",3183,"Exchange Place",40.7162469,-74.0334588,3202,"Newport PATH",40.7272235,-74.0337589,31716,"Subscriber","1991",1,"Exchange Place - Newport PATH"
362,"2017-09-17 22:58:19","2017-09-17 23:04:22",3186,"Grove St PATH",40.7195861164717,-74.0431174635887,3278,"Monmouth and 6th",40.725685483629,-74.0487903356552,29518,"Subscriber","1958",1,"Grove St PATH - Monmouth and 6th"
120,"2017-09-22 10:09:52","2017-09-22 10:11:52",3185,"City Hall",40.7177325,-74.043845,3186,"Grove St PATH",40.7195861164717,-74.0431174635887,29248,"Subscriber","1989",1,"City Hall - Grove St PATH"
839,"2017-09-25 07:56:58","2017-09-25 08:10:58",3196,"Riverview Park",40.7443187,-74.0439909,3186,"Grove St PATH",40.7195861164717,-74.0431174635887,29207,"Subscriber","1991",2,"Riverview Park - Grove St PATH"
430,"2017-09-18 06:46:01","2017-09-18 06:53:12",3212,"Christ Hospital",40.734785818,-74.050443636,3272,"Jersey & 3rd",40.7233315864644,-74.0459525585174,26224,"Subscriber","1993",2,"Christ Hospital - Jersey & 3rd"
433,"2017-09-07 11:14:46","2017-09-07 11:21:59",3199,"Newport Pkwy",40.7287448,-74.0321082,3183,"Exchange Place",40.7162469,-74.0334588,29520,"Subscriber","1989",2,"Newport Pkwy - Exchange Place"
250,"2017-09-13 04:49:00","2017-09-13 04:53:11",3269,"Brunswick & 6th",40.7260117296463,-74.0503889322281,3186,"Grove St PATH",40.7195861164717,-74.0431174635887,29640,"Subscriber","1980",1,"Brunswick & 6th - Grove St PATH"
279,"2017-09-11 08:24:33","2017-09-11 08:29:13",3203,"Hamilton Park",40.727595966,-74.044247311,3186,"Grove St PATH",40.7195861164717,-74.0431174635887,26239,"Subscriber","1981",1,"Hamilton Park - Grove St PATH"
291,"2017-09-03 22:34:54","2017-09-03 22:39:46",3185,"City Hall",40.7177325,-74.043845,3211,"Newark Ave",40.72152515,-74.046304543,26226,"Subscriber","1973",2,"City Hall - Newark Ave"
540,"2017-09-21 18:27:11","2017-09-21 18:36:11",3195,"Sip Ave",40.7307426253066,-74.0637838840485,3193,"Lincoln Park",40.7246050998869,-74.0784059464931,29252,"Subscriber","1974",1,"Sip Ave - Lincoln Park"
269,"2017-09-21 17:41:25","2017-09-21 17:45:55",3186,"Grove St PATH",40.7195861164717,-74.0431174635887,3209,"Brunswick St",40.7241765,-74.0506564,29590,"Subscriber","1990",1,"Grove St PATH - Brunswick St"
311,"2017-09-08 10:12:31","2017-09-08 10:17:43",3209,"Brunswick St",40.7241765,-74.0506564,3186,"Grove St PATH",40.7195861164717,-74.0431174635887,26258,"Subscriber","1978",2,"Brunswick St - Grove St PATH"
271,"2017-09-13 22:10:43","2017-09-13 22:15:15",3184,"Paulus Hook",40.7141454,-74.0335519,3214,"Essex Light Rail",40.7127742,-74.0364857,29240,"Subscriber","1984",1,"Paulus Hook - Essex Light Rail"
167,"2017-09-12 09:35:49","2017-09-12 09:38:37",3272,"Jersey & 3rd",40.7233315864644,-74.0459525585174,3186,"Grove St PATH",40.7195861164717,-74.0431174635887,29478,"Subscriber","1978",2,"Jersey & 3rd - Grove St PATH"
1229,"2017-09-02 13:54:34","2017-09-02 14:15:03",3199,"Newport Pkwy",40.7287448,-74.0321082,3211,"Newark Ave",40.72152515,-74.046304543,29586,"Subscriber","1995",1,"Newport Pkwy - Newark Ave"
134,"2017-09-16 15:41:21","2017-09-16 15:43:35",3205,"JC Medical Center",40.7165397809919,-74.0496379137039,3213,"Van Vorst Park",40.71848892,-74.047726625,29676,"Customer","NULL",0,"JC Medical Center - Van Vorst Park"
1195,"2017-09-15 08:37:09","2017-09-15 08:57:05",3186,"Grove St PATH",40.7195861164717,-74.0431174635887,3193,"Lincoln Park",40.7246050998869,-74.0784059464931,29667,"Subscriber","1972",1,"Grove St PATH - Lincoln Park"
496,"2017-09-26 17:02:12","2017-09-26 17:10:29",3183,"Exchange Place",40.7162469,-74.0334588,3199,"Newport Pkwy",40.7287448,-74.0321082,26293,"Subscriber","1941",2,"Exchange Place - Newport Pkwy"
498,"2017-09-08 08:24:53","2017-09-08 08:33:12",3280,"Astor Place",40.719282200707,-74.071261882782,3195,"Sip Ave",40.7307426253066,-74.0637838840485,26197,"Subscriber","1960",1,"Astor Place - Sip Ave"
320,"2017-09-30 17:04:46","2017-09-30 17:10:06",3269,"Brunswick & 6th",40.7260117296463,-74.0503889322281,3186,"Grove St PATH",40.7195861164717,-74.0431174635887,31698,"Subscriber","1979",1,"Brunswick & 6th - Grove St PATH"
294,"2017-09-08 06:36:08","2017-09-08 06:41:02",3207,"Oakland Ave",40.7376037,-74.0524783,3195,"Sip Ave",40.7307426253066,-74.0637838840485,26198,"Subscriber","1958",1,"Oakland Ave - Sip Ave"
236,"2017-09-29 07:55:29","2017-09-29 07:59:26",3278,"Monmouth and 6th",40.725685483629,-74.0487903356552,3273,"Manila & 1st",40.72165072488,-74.0428841114044,26293,"Subscriber","1982",2,"Monmouth and 6th - Manila & 1st"
635,"2017-09-17 13:35:20","2017-09-17 13:45:56",3186,"Grove St PATH",40.7195861164717,-74.0431174635887,3202,"Newport PATH",40.7272235,-74.0337589,26253,"Subscriber","1972",1,"Grove St PATH - Newport PATH"
395,"2017-09-05 22:41:00","2017-09-05 22:47:36",3272,"Jersey & 3rd",40.7233315864644,-74.0459525585174,3269,"Brunswick & 6th",40.7260117296463,-74.0503889322281,29261,"Subscriber","1988",1,"Jersey & 3rd - Brunswick & 6th"
146,"2017-09-25 18:23:12","2017-09-25 18:25:39",3185,"City Hall",40.7177325,-74.043845,3186,"Grove St PATH",40.7195861164717,-74.0431174635887,29483,"Subscriber","1982",2,"City Hall - Grove St PATH"
223,"2017-09-18 09:41:32","2017-09-18 09:45:16",3187,"Warren St",40.7211236,-74.03805095,3183,"Exchange Place",40.7162469,-74.0334588,26263,"Subscriber","1987",1,"Warren St - Exchange Place"
310,"2017-09-27 17:44:21","2017-09-27 17:49:32",3183,"Exchange Place",40.7162469,-74.0334588,3276,"Marin Light Rail",40.7145840353589,-74.042817056179,18885,"Subscriber","1980",1,"Exchange Place - Marin Light Rail"
316,"2017-09-20 08:04:02","2017-09-20 08:09:19",3207,"Oakland Ave",40.7376037,-74.0524783,3195,"Sip Ave",40.7307426253066,-74.0637838840485,29580,"Subscriber","1976",1,"Oakland Ave - Sip Ave"
89,"2017-09-20 19:47:48","2017-09-20 19:49:17",3185,"City Hall",40.7177325,-74.043845,3213,"Van Vorst Park",40.71848892,-74.047726625,29556,"Subscriber","1983",1,"City Hall - Van Vorst Park"
389,"2017-09-01 15:11:24","2017-09-01 15:17:54",3186,"Grove St PATH",40.7195861164717,-74.0431174635887,3279,"Dixon Mills",40.7216301426384,-74.0499678254128,26279,"Subscriber","1986",1,"Grove St PATH - Dixon Mills"
170,"2017-09-11 21:14:22","2017-09-11 21:17:12",3279,"Dixon Mills",40.7216301426384,-74.0499678254128,3186,"Grove St PATH",40.7195861164717,-74.0431174635887,29607,"Subscriber","1974",1,"Dixon Mills - Grove St PATH"
568,"2017-09-16 16:27:13","2017-09-16 16:36:41",3268,"Lafayette Park",40.7134638266919,-74.0628585219383,3213,"Van Vorst Park",40.71848892,-74.047726625,29228,"Subscriber","1992",1,"Lafayette Park - Van Vorst Park"
254,"2017-09-29 17:45:15","2017-09-29 17:49:29",3186,"Grove St PATH",40.7195861164717,-74.0431174635887,3276,"Marin Light Rail",40.7145840353589,-74.042817056179,26289,"Subscriber","1989",1,"Grove St PATH - Marin Light Rail"
370,"2017-09-27 13:04:32","2017-09-27 13:10:43",3202,"Newport PATH",40.7272235,-74.0337589,3186,"Grove St PATH",40.7195861164717,-74.0431174635887,30919,"Subscriber","1984",2,"Newport PATH - Grove St PATH"
149,"2017-09-29 04:47:05","2017-09-29 04:49:34",3267,"Morris Canal",40.7124188237569,-74.0385255217552,3183,"Exchange Place",40.7162469,-74.0334588,31776,"Subscriber","1980",1,"Morris Canal - Exchange Place"
720,"2017-09-02 01:47:32","2017-09-02 01:59:32",3195,"Sip Ave",40.7307426253066,-74.0637838840485,3198,"Heights Elevator",40.7487159453802,-74.0404433012009,26292,"Subscriber","1978",1,"Sip Ave - Heights Elevator"
327,"2017-09-20 23:25:33","2017-09-20 23:31:01",3195,"Sip Ave",40.7307426253066,-74.0637838840485,3280,"Astor Place",40.719282200707,-74.071261882782,29210,"Subscriber","1988",1,"Sip Ave - Astor Place"
220,"2017-09-13 09:54:50","2017-09-13 09:58:30",3267,"Morris Canal",40.7124188237569,-74.0385255217552,3183,"Exchange Place",40.7162469,-74.0334588,29674,"Subscriber","1995",1,"Morris Canal - Exchange Place"
302,"2017-09-11 06:34:32","2017-09-11 06:39:35",3272,"Jersey & 3rd",40.7233315864644,-74.0459525585174,3186,"Grove St PATH",40.7195861164717,-74.0431174635887,29576,"Subscriber","1956",1,"Jersey & 3rd - Grove St PATH"
1147,"2017-09-02 11:09:35","2017-09-02 11:28:43",3213,"Van Vorst Park",40.71848892,-74.047726625,3194,"McGinley Square",40.7253399253558,-74.0676221251488,29252,"Subscriber","1980",2,"Van Vorst Park - McGinley Square"
154,"2017-09-14 07:10:11","2017-09-14 07:12:46",3481,"York St",40.71649,-74.04105,3184,"Paulus Hook",40.7141454,-74.0335519,26219,"Subscriber","1986",1,"York St - Paulus Hook"
474,"2017-09-10 09:49:50","2017-09-10 09:57:44",3276,"Marin Light Rail",40.7145840353589,-74.042817056179,3211,"Newark Ave",40.72152515,-74.046304543,29499,"Subscriber","1986",2,"Marin Light Rail - Newark Ave"
185,"2017-09-29 20:57:56","2017-09-29 21:01:01",3272,"Jersey & 3rd",40.7233315864644,-74.0459525585174,3203,"Hamilton Park",40.727595966,-74.044247311,26305,"Subscriber","1968",1,"Jersey & 3rd - Hamilton Park"
256,"2017-09-13 17:26:39","2017-09-13 17:30:55",3183,"Exchange Place",40.7162469,-74.0334588,3267,"Morris Canal",40.7124188237569,-74.0385255217552,26310,"Subscriber","1983",1,"Exchange Place - Morris Canal"
193,"2017-09-08 19:07:28","2017-09-08 19:10:42",3211,"Newark Ave",40.72152515,-74.046304543,3203,"Hamilton Park",40.727595966,-74.044247311,26269,"Subscriber","1986",1,"Newark Ave - Hamilton Park"
679,"2017-09-29 14:14:18","2017-09-29 14:25:37",3207,"Oakland Ave",40.7376037,-74.0524783,3202,"Newport PATH",40.7272235,-74.0337589,29635,"Subscriber","1988",1,"Oakland Ave - Newport PATH"
254,"2017-09-04 18:42:44","2017-09-04 18:46:58",3186,"Grove St PATH",40.7195861164717,-74.0431174635887,3269,"Brunswick & 6th",40.7260117296463,-74.0503889322281,29246,"Subscriber","1992",1,"Grove St PATH - Brunswick & 6th"
949,"2017-09-04 13:32:29","2017-09-04 13:48:19",3272,"Jersey & 3rd",40.7233315864644,-74.0459525585174,3267,"Morris Canal",40.7124188237569,-74.0385255217552,29511,"Subscriber","1968",1,"Jersey & 3rd - Morris Canal"
199,"2017-09-07 09:52:13","2017-09-07 09:55:32",3213,"Van Vorst Park",40.71848892,-74.047726625,3186,"Grove St PATH",40.7195861164717,-74.0431174635887,26228,"Subscriber","1987",1,"Van Vorst Park - Grove St PATH"
516,"2017-09-07 07:22:17","2017-09-07 07:30:53",3195,"Sip Ave",40.7307426253066,-74.0637838840485,3280,"Astor Place",40.719282200707,-74.071261882782,26254,"Subscriber","1964",1,"Sip Ave - Astor Place"
2702,"2017-09-24 11:11:54","2017-09-24 11:56:56",3276,"Marin Light Rail",40.7145840353589,-74.042817056179,3183,"Exchange Place",40.7162469,-74.0334588,26301,"Customer","NULL",0,"Marin Light Rail - Exchange Place"
339,"2017-09-02 15:40:27","2017-09-02 15:46:06",3275,"Columbus Drive",40.7183551982321,-74.0389144420624,3205,"JC Medical Center",40.7165397809919,-74.0496379137039,29587,"Subscriber","1976",2,"Columbus Drive - JC Medical Center"
335,"2017-09-11 07:30:21","2017-09-11 07:35:57",3203,"Hamilton Park",40.727595966,-74.044247311,3186,"Grove St PATH",40.7195861164717,-74.0431174635887,26271,"Subscriber","1988",2,"Hamilton Park - Grove St PATH"
502,"2017-09-26 12:52:54","2017-09-26 13:01:16",3210,"Pershing Field",40.742677141,-74.051788633,3198,"Heights Elevator",40.7487159453802,-74.0404433012009,26305,"Subscriber","1990",2,"Pershing Field - Heights Elevator"
288,"2017-09-05 08:24:57","2017-09-05 08:29:46",3195,"Sip Ave",40.7307426253066,-74.0637838840485,3201,"Dey St",40.737711,-74.066921,26236,"Subscriber","1994",1,"Sip Ave - Dey St"
650,"2017-09-28 13:06:29","2017-09-28 13:17:20",3267,"Morris Canal",40.7124188237569,-74.0385255217552,3184,"Paulus Hook",40.7141454,-74.0335519,26295,"Customer","NULL",0,"Morris Canal - Paulus Hook"
211,"2017-09-05 08:47:53","2017-09-05 08:51:25",3203,"Hamilton Park",40.727595966,-74.044247311,3273,"Manila & 1st",40.72165072488,-74.0428841114044,29678,"Subscriber","1983",1,"Hamilton Park - Manila & 1st"
324,"2017-09-01 14:24:02","2017-09-01 14:29:27",3186,"Grove St PATH",40.7195861164717,-74.0431174635887,3269,"Brunswick & 6th",40.7260117296463,-74.0503889322281,29227,"Subscriber","1985",1,"Grove St PATH - Brunswick & 6th"
1503,"2017-09-01 14:43:30","2017-09-01 15:08:33",3206,"Hilltop",40.7311689,-74.0575736,3276,"Marin Light Rail",40.7145840353589,-74.042817056179,29263,"Subscriber","1976",1,"Hilltop - Marin Light Rail"
